aum	21.5783755158
ups	16.3115889751
ned	17.677771183
kus	20.9521903523
nea	18.8973663276
nez	18.6343319217
new	7.99488901208
net	13.9847814109
nep	20.7443854672
med	18.9320124704
meg	17.7247269414
mea	19.4946071581
mel	16.3537446222
men	10.4469518872
met	11.8343460803
dry	13.2246533383
aka	20.8540099584
dre	21.6425058532
ajc	20.7800093769
bra	17.8924841062
dna	14.3234496106
me	8.26527683315
ma	17.0012751328
err	18.7139201865
ere	21.6756727171
vow	17.3107745833
era	13.77046065
ms	12.5471687741
my	7.31690812939
ual	21.7443854672
hog	18.4259804389
hoe	21.1950468762
end	10.0757274484
hoc	18.2192944225
hon	19.7532093176
hoi	21.0144746306
hov	20.3740170173
how	8.09826859148
hot	12.0449611357
hop	16.5492683743
hox	20.9726544549
lam	20.6100843755
lao	20.1019374718
lai	21.8924841062
lad	19.6840849569
lag	17.4853886281
lab	14.6088325793
lax	18.8304744439
lat	21.7096200491
law	11.0166102521
lap	15.8563847656
las	14.1228696003
zed	21.1950468762
zen	18.957279229
fir	18.6302622574
fit	12.6573107776
imf	17.8421942081
fix	13.8584659334
fig	18.5132228362
fin	18.8351509311
goo	21.0575433525
gon	12.543995185
god	13.6486668378
gob	21.5169749711
got	8.97377696524
gov	20.9934130151
gop	15.4872276277
ate	14.3915615006
atm	18.5666620952
att	19.5627786607
atp	21.9320124704
isd	20.9121129129
nha	21.6100843755
toy	15.4671264217
tor	20.0907102164
xii	21.5169749711
top	10.8218554514
tow	17.7913246902
ton	16.3395554331
too	9.61691795707
tom	12.6998580673
toe	16.3554231507
gym	15.6678305432
rag	17.5169749711
rad	20.7620874689
ran	11.9285335991
ram	19.3876919542
raw	14.3993318697
rat	16.8073167229
rap	15.6688737067
ray	14.4856183749
sud	21.7800093769
bsa	21.0144746306
sub	18.7139201865
doi	21.4872276277
don	14.0640473867
doo	21.1950468762
dom	18.816535253
doc	20.4014977537
doa	20.5320818635
dod	21.1246575483
doe	17.7465863754
dos	18.0630184825
dow	15.2300322342
dot	16.5531155634
sur	18.1390414665
do	6.80910360929
dr	11.6145998566
bat	16.0085199074
bar	13.3091471775
bas	20.7268980405
baz	21.4295121299
bay	14.7930296678
bag	13.2957906685
bad	11.2298878949
ban	14.5240366349
bam	21.5783755158
nut	17.3255044394
nun	18.2408505658
nub	20.3470499697
irs	19.1361531872
irv	19.9934130151
xvi	21.4580812821
mud	15.418504179
mug	16.3354085632
mum	19.6100843755
ira	15.9675111516
ire	19.2690474577
omb	21.6425058532
we	6.5632995108
omg	19.3470499697
elk	16.8386682715
wta	21.6425058532
coq	21.2690474577
cop	15.5579390217
cot	19.1246575483
cow	16.3255044394
coy	19.9623861194
cox	16.9947203962
ill	14.368710254
ilk	21.8924841062
una	19.7620874689
cob	21.4872276277
und	19.6343319217
cod	18.4872276277
cog	19.8258130666
unk	20.5473486202
com	18.5435167586
con	15.9921068176
pre	17.1132527851
san	10.962046429
fra	20.3876919542
sam	13.0148890671
fre	21.4872276277
sal	21.3470499697
fro	21.7443854672
fry	17.6201380402
ann	14.9096446574
cub	19.902265127
mci	18.9829963991
sag	20.5320818635
mca	20.6100843755
pru	21.2690474577
sly	18.2658871168
aip	21.3740170173
ais	18.8351509311
air	11.0043785217
aim	14.2398813384
ail	21.8540099584
aid	13.0971903143
aig	19.9121129129
is	5.30335848577
it	5.72825929318
in	4.34167477289
if	7.27408000112
saw	10.5396652303
nih	19.7981567237
nio	21.9320124704
nic	18.6384130986
nia	20.7620874689
kit	16.2486279164
nix	20.816535253
kin	17.305897863
kim	15.5320818635
nip	19.4014977537
kid	13.2310911636
thy	18.6798727057
fxu	21.9320124704
the	2.70782036625
epa	15.3209876731
yen	18.5057477157
yea	21.9726544549
yes	14.3765712139
yet	10.745984231
eli	17.6610683042
hal	17.8659232799
ham	16.7766320167
han	18.3370658811
elm	19.1712001343
had	6.76629960262
hay	16.8269769997
ely	21.3470499697
hap	21.4580812821
els	20.7800093769
har	21.0575433525
has	7.0834234875
hat	14.4904515286
opt	15.8581684399
ops	21.8924841062
rna	19.1950468762
vis	20.1950468762
old	10.3323191271
ole	18.6302622574
for	5.44300647052
fox	14.7080107962
ice	12.7131801876
foe	18.8683177951
icy	17.2393001143
fog	16.2913658371
uma	19.8351509311
foo	21.2439564767
ply	19.6262040409
mau	19.7268980405
plo	17.7509982903
eat	12.4557725641
oba	21.0575433525
sob	19.9623861194
